,possessions_involved,possession_time_seconds,tempo_index,turnovers,passes_attempted,pass_completion_rate,progressive_passes,final_third_entries_by_pass,key_passes,under_pressure_pass_share,carries_attempted,progressive_carries,carry_distance_total,successful_dribbles,carries_leading_to_shot,carries_leading_to_key_pass,final_third_carries,penalty_area_carries,pressured_carry_success_rate,pressures_applied,ball_recoveries,interceptions,tackles_won,press_to_interception_chain,counterpress_actions,pressure_to_self_recovery,blocked_passes,blocked_shots,clearance_followed_by_recovery,pressures_to_turnover_rate,average_position_x,average_position_y,width_variance,zone_entries,pressured_touches,pressured_touch_retention_rate,third_man_runs,wall_pass_events,shot_creating_actions,expected_threat_added,fouls_committed,fouls_suffered,tactical_fouls,advantage_fouls_won,set_piece_involvements,corner_delivery_accuracy,set_piece_duels_won,defensive_set_piece_clearances,line_breaking_receipts,zone14_touches,penalty_area_deliveries,switches_completed,cross_accuracy,aerial_duels_contested,aerial_duel_win_rate,fifty_fiftys_won,sliding_tackles,sliding_tackle_success_rate,ball_receipts_total,central_lane_receipts,one_touch_passes,weak_foot_pass_share,pressured_retention_rate,secondary_shot_assists,expected_assists,xg_chain
carries_attempted,0.5838538651363122,0.9125847108098442,-0.17929875873951834,0.15119058791652357,0.8755082444425117,0.23762992703077912,0.6350729493187529,0.7528082098951947,0.2378212380738708,-0.05400892332632244,1.0,0.48362053160538854,0.7320522900960005,,,,0.5388225026030984,0.14743103384970957,0.30878753138021575,-0.1691590714242775,0.37131565612575523,0.04340900394398914,0.08864163761594322,-0.007568883946829857,0.010290895807049094,0.0065308582000442135,,,0.06094346235344067,0.13305691338195316,0.04187957031257539,0.004374755408548033,-0.2555191323119963,0.4942561985353603,0.51259409892835,0.27059399374484006,0.5068385858048632,0.12916911856905205,0.20172565896478095,,-0.07662321188139377,0.23458712228309822,,0.23924182470482472,0.8144690791541577,-0.056275048389695534,0.031161095618297937,-0.0406110115033136,0.1549840730620859,0.5174097436455198,0.42062378439953546,0.32996926509000174,-0.12321197568130676,-0.11610616928041567,,0.09627590522139914,,,0.9337587869135254,0.4789106786773362,0.700228390655502,,0.27059399374484006,0.21644273878935424,-0.07852942092490091,0.18192922358451954
progressive_carries,0.2443953522941126,0.4016385232197643,-0.23255283555587078,0.33065171634050927,0.2360243670807971,-0.14802900054382956,0.19238411774363046,0.4634651567144916,0.17874206810546975,0.15567008101886987,0.48362053160538854,1.0,0.8068479295911184,,,,0.5431904886804071,0.37711878435794244,0.13673034460698888,-0.1578350240886568,0.21388343116322214,-0.0758433391929199,-0.04167582027538211,-0.006549351164855076,-0.09307025672855646,0.04387363971417473,,,-0.07307558913730357,0.10828887732705887,0.26497834037899454,-0.1962602296252592,-0.22661426502472254,0.0809389098149291,0.5176974504890272,0.05373211670239107,0.37408462394647046,-0.020832271197124042,0.3133702363171601,,-0.06382585400665905,0.2787682107877541,,0.23864854170579022,0.39721889727571863,0.3100619950570989,0.07181346269327551,-0.23464933510457098,0.10358528257547923,0.3093507230351352,0.42396332038215245,0.012870340312923485,-0.27463586103974186,-0.24025696833269938,,0.10289238515127774,,,0.48369294710770694,0.09172521201540533,0.3585923602924695,,0.05373211670239107,0.3101250079715979,0.07083282334731085,0.1258053271740362
carry_distance_total,0.3645154989324195,0.6754237790232644,-0.33899967362601485,0.41993207171949776,0.4534708630602402,-0.08794128586922045,0.2602857226764867,0.7153113602490393,0.30430476740963924,0.09683735810364837,0.7320522900960005,0.8068479295911184,1.0,,,,0.7529689284873519,0.41412963056781604,0.19101451408150802,-0.23409099151404125,0.29765103322839204,-0.08270738801470252,0.04837074817093249,-0.05671266582021871,-0.095330405968861,0.06022399479374206,,,-0.051413211190240664,0.09290260129399278,0.34679541666794916,-0.1991715061268111,-0.2567152248569854,0.15984601880655824,0.6443976632844218,0.10448305738022282,0.5423566877163617,0.07028747291621104,0.3905277907744133,,-0.08637417264954189,0.36901064998906513,,0.3074241020237379,0.6246134282086967,0.14218394283020708,0.11682264130366758,-0.22422939187960714,0.13309057049343712,0.45029642272229986,0.5726062794723156,0.1448380388429093,-0.20132221619726584,-0.18989720480477784,,0.09990957769741135,,,0.7388990569665203,0.17441039780065634,0.5780518849644612,,0.10448305738022282,0.3873008694738608,0.05554866395533825,0.20377241377547572
successful_dribbles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carries_leading_to_shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carries_leading_to_key_pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_third_carries,0.16760409984431643,0.43321447983861894,-0.257277703251727,0.5544731864473538,0.18746252702206842,-0.28789808204288386,-0.02351971661703327,0.8047843164699682,0.3291128067942785,0.13503538223420328,0.5388225026030984,0.5431904886804071,0.7529689284873519,,,,1.0,0.6620987439374998,-0.01302771496270345,-0.3688591668795423,0.1367875968567574,-0.1612572529854297,-0.030627828592762852,-0.1751741700164226,-0.2312342170683315,0.041001987032836855,,,-0.14619569613750433,-0.02569152182670801,0.7514806667932317,-0.15474055217516025,-0.1274547464935622,-0.08645772699931627,0.5990375455262192,-0.10908645694622396,0.552187119106174,0.0944356929049974,0.5584006616098269,,-0.05597191593019425,0.33635398301202435,,0.24586453437996217,0.4432019326208771,0.23545539497725956,0.02420733351378913,-0.32495260519793934,0.03461858645164299,0.5103496746308319,0.7152957934773715,-0.004680000382662177,-0.5272539685940496,-0.2601284081760709,,0.15643119454400145,,,0.6134048201510609,-0.009059067854665991,0.5497539765899668,,-0.10908645694622396,0.5265102331646857,0.037186091912941206,0.2452489952215015
penalty_area_carries,-0.0018196320771746031,0.03462580833297851,-0.14558569386657713,0.5200097041797674,-0.17531804451174424,-0.5000542320089171,-0.2944308327082978,0.34150619634685353,0.254655730127941,0.1186613618485502,0.14743103384970957,0.37711878435794244,0.41412963056781604,,,,0.6620987439374998,1.0,-0.0922403083085451,-0.34049390017377856,0.05724665035404741,-0.2120843818656559,-0.07387710712266153,-0.15639213097800647,-0.27360044853819754,-0.012057210647618529,,,-0.11951750665016744,-0.10011953012405013,0.6858988159546978,-0.11780658540467168,-0.027227679846324265,-0.19853322868493337,0.4161435749379549,-0.17876380671133546,0.3458682705134918,0.1348940490562097,0.6461377205646059,,0.025024303861438953,0.31437416031116455,,0.2160117472497501,0.11959498650563798,0.4343655467068587,0.01832471391704856,-0.27938924142850846,0.054805892838491195,0.24668526256544,0.515105935015194,-0.1658895645518582,-0.5292255904237635,-0.22506311454920097,,0.04816283051559442,,,0.2726370729249755,-0.10169473126076509,0.29885040902945614,,-0.17876380671133546,0.5924240325290666,0.09004394086250984,0.3352797829253653
pressured_carry_success_rate,0.2725591262044606,0.2815548600196403,0.013462805860754967,-0.4170049815448274,0.3713101681158893,0.07283779640546516,0.2950502792724805,0.15881122568184666,0.016518871656703706,0.08138468378564086,0.30878753138021575,0.13673034460698888,0.19101451408150802,,,,-0.01302771496270345,-0.0922403083085451,1.0,0.10207487103248056,0.15826706896650172,0.09086966075959672,-0.06803313053106623,0.11107770372655729,0.0875212778727568,-0.008092754805259138,,,0.07309828084146948,-0.00015559863166543915,-0.23275057107122302,-0.024613115886364063,-0.23452345278413506,0.2370457785110407,0.12961786446634324,0.9186036292437835,0.0307355391995478,0.048411097624753596,0.03193128720602374,,0.02021548795466052,0.1258512586865574,,0.042568394692561434,0.27149706570405546,-0.0453619388727708,0.057580106730645106,0.00966718972223593,0.10041369887285512,0.08377028588389726,0.08246301251180096,0.18729424236530648,0.022371871140978404,0.053747136740806396,,0.07770238674611338,,,0.24158267948380335,0.18705797233466814,0.17136465313500554,,0.9186036292437835,0.0056731202892158755,-0.13535924320950737,0.1706288305379506
pressures_applied,0.39262762222684017,-0.13928887563482595,0.12067725730253986,-0.22188093092640573,-0.057619992544761335,0.0963429321229508,0.005666076733363665,-0.3264119665955238,-0.08518249477688676,-0.009046238966309465,-0.1691590714242775,-0.1578350240886568,-0.23409099151404125,,,,-0.3688591668795423,-0.34049390017377856,0.10207487103248056,1.0,0.04704696357360732,0.3278668510317836,0.24362365229098915,0.28624868629453765,0.64755655040399,0.03176453808757059,,,0.142390628868512,-0.02238142803257145,-0.4361131673803796,-0.0531371285692624,0.036220930743793914,0.12619567662667044,-0.12709925140169084,0.16359573526648002,-0.22587844144089356,0.029306332461454594,-0.21207413574024336,,0.3482225805150274,0.06191387041566824,,-0.00889109937917611,-0.039235411209552096,-0.2440168656177187,0.20832221210853535,0.16888584109204502,0.04465954835926554,-0.21202101580579105,-0.35834634366663765,-0.1251194287884268,0.10617293223724078,0.22121534561034553,,0.04788076852857374,,,-0.24088401291682415,0.04219162403147071,-0.2427370266640751,,0.16359573526648002,-0.1693984197756399,0.08414388534607839,-0.12727733281785097
ball_recoveries,0.33183127795178924,0.29258883888601206,0.07090391044408281,0.10548033496660869,0.3122891722838301,0.0873586528504818,0.25968402546384617,0.23095984898712707,0.16720767129892178,-0.12261169734030354,0.37131565612575523,0.21388343116322214,0.29765103322839204,,,,0.1367875968567574,0.05724665035404741,0.15826706896650172,0.04704696357360732,1.0,0.016149937898265403,0.05194242719530867,0.07697613225997053,0.037412900322841176,0.2199169641117089,,,-0.07510633082382158,0.07708660499199277,-0.057948627484023296,0.031167501681898024,0.015144110989481296,0.060576125312267984,0.1558230561922595,0.13944505517579178,0.09703611348245561,0.05010908794387154,0.15665436827874432,,-0.005187816161997201,0.11815440605746588,,0.16943569479854168,0.3080202379156764,-0.2499858460301826,0.13442013561813115,0.0704394491731149,0.05624443441348879,0.0691264567238689,0.11865073239053663,0.19349529808956656,-0.030179603132719834,0.005274477939725209,,-0.07679055035554336,,,0.23547403440270903,-0.007978484265356713,0.1595156805862518,,0.13944505517579178,0.16908451351618828,0.01956797235016777,0.06512808766873704
interceptions,0.27886792896189005,0.12503256531735063,-0.09260733578829165,-0.20289446696111826,0.18867338382248755,0.16806235736050987,0.2679615788152456,-0.01703875298914967,0.0031152164254269303,-0.1459504393311493,0.04340900394398914,-0.0758433391929199,-0.08270738801470252,,,,-0.1612572529854297,-0.2120843818656559,0.09086966075959672,0.3278668510317836,0.016149937898265403,1.0,0.07084278467761142,0.20354282686384695,0.3629695727957747,-0.12080039648094318,,,0.0722623870949578,-0.0402306269989602,-0.24541306218678424,0.009064779187695594,-0.05866854201777084,0.16898458836271585,-0.16266915717194563,0.11999272451319325,-0.04902222687125267,0.04683686050470063,-0.1192666909595417,,0.09036583737407936,0.023053725715865787,,-0.026453524046503644,0.08955432273866668,-0.04875840407707474,0.04632914030059393,0.07929941882277465,-0.04084217958947954,-0.08080747516150098,-0.08381351755559037,0.1784239222283111,0.024204511149600517,0.09058470629086028,,0.0004755011218751188,,,0.019085058376879634,0.11381475411378325,-0.057804666376618026,,0.11999272451319325,-0.10818861303465074,0.014422344819282007,0.07616592136190654
tackles_won,0.22448113834463893,0.08691527605828665,2.6819126189060478e-05,0.09305442326566364,0.06557085174124733,0.09865980004198882,0.012604495803857908,-0.04713082788505343,-0.04058487107588549,-0.04142889060061048,0.08864163761594322,-0.04167582027538211,0.04837074817093249,,,,-0.030627828592762852,-0.07387710712266153,-0.06803313053106623,0.24362365229098915,0.05194242719530867,0.07084278467761142,1.0,0.10787938723872977,0.3822122020946542,-0.034915336446320416,,,0.03404544152914123,0.36375222124432155,-0.15903870627985023,-0.0853236658221412,-0.042508943640575794,0.03537062013037269,0.10751909025883727,-0.041072078017935984,0.07041119845613282,0.15151455411630027,-0.08340363388060049,,0.0641748435766608,0.12554370325978406,,0.11167840577980079,0.1368953432957629,-0.047762476110102335,0.5014690109213508,0.2002052266311487,0.03574455495816642,-0.07719350521614116,-0.15878342844944185,0.0912130691718559,0.2735450670239296,0.09256813609645621,,0.0005162335745018655,,,0.030205166487909288,-0.007402935826835465,-0.06275633888898814,,-0.041072078017935984,-0.03066419519213577,-0.014331149728972939,0.009123417316747089
press_to_interception_chain,0.17985702359430777,0.004532051244032623,0.09693421004029616,-0.122742966607979,0.07303439152458455,0.01512452395837102,0.14391885317852768,-0.08497493767431447,-0.06864477225199976,-0.007414953689937256,-0.007568883946829857,-0.006549351164855076,-0.05671266582021871,,,,-0.1751741700164226,-0.15639213097800647,0.11107770372655729,0.28624868629453765,0.07697613225997053,0.20354282686384695,0.10787938723872977,1.0,0.20998530446926567,0.0010543643801362973,,,-0.012650044832324873,0.05681149726806478,-0.25415533543913477,0.02802134813954464,0.005425820680948165,0.17625327561231158,-0.015497024818769637,0.10443876806330368,-0.12483308494570178,-0.07499910793114088,-0.06648285602721575,,-0.005353494206361855,0.0013052209846805898,,0.05076228642648971,0.04454167741212152,-0.06363458111113818,0.18053406547364026,0.04574486355110051,-0.09536910148529636,-0.0049591929734419445,-0.07781573213676679,0.10098731708409509,0.04832460518143228,0.011391605616377603,,-0.003308784173432675,,,-0.046851680286917746,0.1414150791125501,-0.06202064034957729,,0.10443876806330368,-0.05395250623122409,-0.05914901565452873,0.0364394126282121
counterpress_actions,0.3400183700621763,0.05901005277906124,-0.06980537605206187,-0.07624618701396332,0.07382435715280145,0.15134972140624472,0.07655919945524438,-0.21488216797534035,-0.08647635345424728,0.1095080988820217,0.010290895807049094,-0.09307025672855646,-0.095330405968861,,,,-0.2312342170683315,-0.27360044853819754,0.0875212778727568,0.64755655040399,0.037412900322841176,0.3629695727957747,0.3822122020946542,0.20998530446926567,1.0,0.005376321437108182,,,0.12547351069834442,0.19936866198955028,-0.32652266038228106,-0.09859777571706305,-0.05949594637822784,0.18640136226624113,0.06445591643188081,0.10398702166105812,-0.10347967921927076,0.03821206449006682,-0.26106717265962315,,0.3075914202977117,0.15999332905937697,,0.10441570844889839,0.08686169217045271,-0.08973465668771644,0.24530340061719247,0.16981415646787568,0.034626856084072774,-0.13468205577102738,-0.3194889393810534,0.05716076916403589,0.2559398470160735,0.20865369265824732,,0.008166287975699744,,,-0.044143698835675274,0.10508368605320287,-0.12097839897360475,,0.10398702166105812,-0.2319349279443444,-0.007405380056066963,-0.13679230129120165
pressure_to_self_recovery,-0.012706096861231008,-0.057258666957107636,0.09359563223862681,0.08298373004288309,-0.0507913542758676,-0.029938146180388023,-0.027494140913709553,0.015478435331486871,0.1147664361844051,0.013017257958278291,0.0065308582000442135,0.04387363971417473,0.06022399479374206,,,,0.041001987032836855,-0.012057210647618529,-0.008092754805259138,0.03176453808757059,0.2199169641117089,-0.12080039648094318,-0.034915336446320416,0.0010543643801362973,0.005376321437108182,1.0,,,-0.068169274382948,0.051862942656447385,0.05795238643374455,0.0031529722835338357,0.07333216418749804,-0.05201256486005448,0.0470371979633808,0.005496744072969193,-0.10139090092811667,-0.04754816691586064,0.05766872233110439,,-0.0056517460600546,0.0408136702477794,,0.017354446153128967,0.028746264516923296,-0.1503778214879167,0.12191380257582349,-0.006090848662974443,-0.0793619460776404,-0.0048665975996600615,0.07689534159574189,-0.08767904692010248,0.12581052903310472,0.014359702041387633,,-0.04754816691586064,,,-0.04697340588240869,-0.07858950909208764,-0.00016516942000753995,,0.005496744072969193,0.16704694134856513,0.08713092300304438,-0.023890531236990458
blocked_passes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blocked_shots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
